,id,Name,Birth Date,Country of Origin,Hat,Hat Brand,Hat Colour,Glasses,Glasses Brand,Glasses Colour,Shirt,Shirt brand,Shirt colour,Jeans,Jeans brand,Jeans colour,Bag,Bag Brand,Bag Colour,Cane,Shoes,Shoes Brand,Shoes colour
100,101,Wesley,05/02/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Prada,Brown,Wood,Casual Shoes,Jordan,Brown
101,102,Wade,21/06/1987,Japan,Bobble hat,Beanie Babies,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Adidas,Brown
102,103,Wilhelm,22/05/1987,United Kingdom,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Adidas,Brown
103,104,Wyatt,06/04/1987,Brazil,Bobble hat,Beanie Babies,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Adidas,Brown
104,105,Wren,21/03/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
105,106,Winona,02/03/1987,Japan,Bobble hat,Beanie Babies,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Diesel,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Under Armour,Brown
106,107,William,28/04/1987,Japan,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Adidas,Brown
107,108,Wallace,27/12/1987,Brazil,Bobble hat,Beanie Babies,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Under Armour,Brown
108,109,Wilhelm,14/08/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Puma,Brown
109,110,Whitley,26/08/1987,Australia,Bobble hat,UGG,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
110,111,Wendy,05/11/1987,Japan,Bobble hat,Carhartt,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
111,112,Wanda,02/01/1987,Brazil,Bobble hat,The North Face,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Under Armour,Brown
112,113,Winston,22/03/1987,Australia,Bobble hat,UGG,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Gucci,Brown,Wood,Casual Shoes,Under Armour,Brown
113,114,Walter,04/01/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Prada,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Vans,Brown
114,115,Wanda,19/11/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Versace,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Jordan,Brown
115,116,Wanda,14/04/1987,United States,Bobble hat,Beanie Babies,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
116,117,Winona,30/06/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Under Armour,Brown
117,118,Wendy,25/04/1987,Australia,Bobble hat,Beanie Babies,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Vans,Brown
118,119,Winston,19/12/1987,Brazil,Bobble hat,Woolrich,Red and white,Round Glasses,Burberry,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Reebok,Brown
119,120,Wendy,27/01/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Nike,Brown
120,121,Whitley,11/10/1987,Japan,Bobble hat,Beanie Babies,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Puma,Brown
121,122,Winifred,27/07/1987,Brazil,Bobble hat,Canada Goose,Red and white,Round Glasses,Oakley,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,New Balance,Brown
122,123,Winona,18/10/1987,Canada,Bobble hat,Carhartt,Red and white,Round Glasses,Versace,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Vans,Brown
123,124,Wallace,27/05/1987,Brazil,Bobble hat,Fjällräven,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Prada,Brown,Wood,Casual Shoes,Vans,Brown
124,125,Wendy,22/05/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Puma,Brown
125,126,Wanda,26/11/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
126,127,Wanda,13/10/1987,Brazil,Bobble hat,Canada Goose,Red and white,Round Glasses,Prada,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Vans,Brown
127,128,Wanda,24/04/1987,China,Bobble hat,Woolrich,Red and white,Round Glasses,Oakley,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Puma,Brown
128,129,Winifred,10/03/1987,United Kingdom,Bobble hat,Columbia,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Prada,Brown,Wood,Casual Shoes,Puma,Brown
129,130,Wayne,28/02/1987,Japan,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Vans,Brown
130,131,Walter,09/01/1987,Australia,Bobble hat,Columbia,Red and white,Round Glasses,Burberry,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Reebok,Brown
131,132,Whitley,22/10/1987,United Kingdom,Bobble hat,Beanie Babies,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
132,133,Wilhelm,30/06/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
133,134,Wendy,28/04/1987,Australia,Bobble hat,Beanie Babies,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Jordan,Brown
134,135,Wanda,19/10/1987,Brazil,Bobble hat,Canada Goose,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Under Armour,Brown
135,136,Winston,13/04/1987,Canada,Bobble hat,Carhartt,Red and white,Round Glasses,Versace,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
136,137,Whitley,02/06/1987,Canada,Bobble hat,Beanie Babies,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Vans,Brown
137,138,Wesley,08/03/1987,Japan,Bobble hat,UGG,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
138,139,Winifred,23/11/1987,Brazil,Bobble hat,The North Face,Red and white,Round Glasses,Prada,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
139,140,Winifred,21/10/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Versace,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
140,141,Wanda,02/02/1987,India,Bobble hat,Carhartt,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
141,142,Wanda,01/08/1987,Australia,Bobble hat,Canada Goose,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Vans,Brown
142,143,Wesley,21/10/1987,Australia,Bobble hat,Columbia,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Reebok,Brown
143,144,Whitley,04/10/1987,Brazil,Bobble hat,Woolrich,Red and white,Round Glasses,Burberry,Black,Long-sleeve,Hugo Boss,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
144,145,Wyatt,01/09/1987,China,Bobble hat,Fjällräven,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Fendi,Brown,Wood,Casual Shoes,Adidas,Brown
145,146,Wilhelm,23/06/1987,United Kingdom,Bobble hat,Beanie Babies,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Tommy Hilfiger,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Under Armour,Brown
146,147,Wyatt,03/04/1987,Germany,Bobble hat,Carhartt,Red and white,Round Glasses,Versace,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,American Eagle Outfitters,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
147,148,Whitley,04/05/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Prada,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,New Balance,Brown
148,149,Wanda,15/06/1987,Brazil,Bobble hat,Fjällräven,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Jordan,Brown
149,150,Wesley,07/02/1987,United Kingdom,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Diesel,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Vans,Brown
150,151,Wanda,11/01/1987,United States,Bobble hat,Beanie Babies,Red and white,Round Glasses,Oakley,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,American Eagle Outfitters,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Vans,Brown
151,152,Wesley,15/07/1987,France,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
152,153,Whitley,19/07/1987,Australia,Bobble hat,Fjällräven,Red and white,Round Glasses,Gucci,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Jordan,Brown
153,154,Wesley,12/01/1987,United Kingdom,Bobble hat,UGG,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Nike,Brown
154,155,Wendy,12/09/1987,Brazil,Bobble hat,Beanie Babies,Red and white,Round Glasses,Prada,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
155,156,Wanda,20/11/1987,Germany,Bobble hat,Fjällräven,Red and white,Round Glasses,Michael Kors,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
156,157,Wanda,26/12/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Wrangler,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Nike,Brown
157,158,Wendy,20/07/1987,United Kingdom,Bobble hat,UGG,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
158,159,Wallace,09/02/1987,United Kingdom,Bobble hat,Carhartt,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
159,160,Wendy,12/06/1987,Brazil,Bobble hat,Columbia,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Burberry,Brown,Wood,Casual Shoes,Under Armour,Brown
160,161,Whitley,23/04/1987,Australia,Bobble hat,Columbia,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Under Armour,Brown
161,162,Wallace,18/03/1987,Australia,Bobble hat,Fjällräven,Red and white,Round Glasses,Prada,Black,Long-sleeve,Lacoste,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Reebok,Brown
162,163,Winona,08/11/1987,China,Bobble hat,Canada Goose,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Puma,Brown
163,164,Winston,24/10/1987,United States,Bobble hat,Carhartt,Red and white,Round Glasses,Prada,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Adidas,Brown
164,165,Whitley,15/10/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Nike,Brown
165,166,Winona,19/02/1987,Australia,Bobble hat,Columbia,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,American Eagle Outfitters,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Vans,Brown
166,167,Whitley,17/03/1987,Australia,Bobble hat,Woolrich,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Under Armour,Brown
167,168,Winifred,07/07/1987,Australia,Bobble hat,Beanie Babies,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Nike,Brown
168,169,Winifred,23/11/1987,United Kingdom,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,H&M,Red and white stripes,Straight Leg Jeans,Lee,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Under Armour,Brown
169,170,Winona,23/08/1987,India,Bobble hat,Beanie Babies,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Puma,Brown
170,171,Wanda,26/04/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Oakley,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Puma,Brown
171,172,Wilhelm,09/12/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Louis Vuitton,Brown,Wood,Casual Shoes,Adidas,Brown
172,173,Whitley,29/07/1987,Australia,Bobble hat,Carhartt,Red and white,Round Glasses,Prada,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Yves Saint Laurent,Brown,Wood,Casual Shoes,Vans,Brown
173,174,Wallace,11/07/1987,Japan,Bobble hat,Fjällräven,Red and white,Round Glasses,Michael Kors,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
174,175,Wanda,04/11/1987,Brazil,Bobble hat,Beanie Babies,Red and white,Round Glasses,Tom Ford,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Puma,Brown
175,176,Winston,04/01/1987,Australia,Bobble hat,Beanie Babies,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Brooks Brothers,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Vans,Brown
176,177,Wallace,28/03/1987,Brazil,Bobble hat,Woolrich,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Guess,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
177,178,Wanda,07/12/1987,France,Bobble hat,Columbia,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Levi's,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Nike,Brown
178,179,Whitney,11/07/1987,Brazil,Bobble hat,Fjällräven,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
179,180,Wyatt,19/10/1987,Germany,Bobble hat,Carhartt,Red and white,Round Glasses,Versace,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
180,181,Wilhelm,12/07/1987,Brazil,Bobble hat,Carhartt,Red and white,Round Glasses,Oakley,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,New Balance,Brown
181,182,Wyatt,03/10/1987,Brazil,Bobble hat,Canada Goose,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Ralph Lauren,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Under Armour,Brown
182,183,Wendy,09/09/1987,Brazil,Bobble hat,Woolrich,Red and white,Round Glasses,Gucci,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Yves Saint Laurent,Brown,Wood,Casual Shoes,Jordan,Brown
183,184,Whitley,04/09/1987,Australia,Bobble hat,Fjällräven,Red and white,Round Glasses,Burberry,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,American Eagle Outfitters,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Vans,Brown
184,185,Wesley,15/01/1987,Japan,Bobble hat,Fjällräven,Red and white,Round Glasses,Chanel,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Yves Saint Laurent,Brown,Wood,Casual Shoes,New Balance,Brown
185,186,Wyatt,08/10/1987,Japan,Bobble hat,Columbia,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Levi's,Red and white stripes,Straight Leg Jeans,AG Jeans,Blue,Messenger bag,Chanel,Brown,Wood,Casual Shoes,Nike,Brown
186,187,Walker,01/04/1987,Brazil,Bobble hat,Columbia,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,True Religion,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Adidas,Brown
187,188,Winona,24/05/1987,Japan,Bobble hat,Woolrich,Red and white,Round Glasses,Chanel,Black,Long-sleeve,J.Crew,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Michael Kors,Brown,Wood,Casual Shoes,Adidas,Brown
188,189,Walter,09/03/1987,India,Bobble hat,Carhartt,Red and white,Round Glasses,Burberry,Black,Long-sleeve,Calvin Klein,Red and white stripes,Straight Leg Jeans,Calvin Klein Jeans,Blue,Messenger bag,Hermès,Brown,Wood,Casual Shoes,Adidas,Brown
189,190,Wendy,15/01/1987,Canada,Bobble hat,Columbia,Red and white,Round Glasses,Dolce & Gabbana,Black,Long-sleeve,Gap,Red and white stripes,Straight Leg Jeans,J Brand,Blue,Messenger bag,Coach,Brown,Wood,Casual Shoes,Reebok,Brown
